year,month,monthly_total_precipitation_mm_manual,monthly_average_wind_speed,monthly_maximum_precipitation_mm_manual,minimum_temperature_c,maximum_temperature_c,average_temperature_c,maximum_actual_pressure_hpa,monthly_total_precipitation_mm,minimum_actual_pressure_hpa,maximum_precipitation_mm,average_actual_pressure_hpa,maximum_wind_speed
0.0,0.0909090909090909,0.1560114503816794,0.875,0.1852140077821011,0.2184615384615384,0.376996805111821,0.2491349480968857,0.7946768060836504,0.1507633587786259,0.7685950413223139,0.1889632107023411,0.852564102564088,10.3
0.0,0.1818181818181818,0.2266221374045801,0.8125,0.1050583657587548,0.3876923076923077,0.5079872204472844,0.4325259515570934,0.3802281368821312,0.2213740458015267,0.566115702479344,0.1020066889632106,0.4038461538461462,11.8
0.0,0.2727272727272727,0.286736641221374,0.75,0.3050583657587549,0.3969230769230769,0.6613418530351438,0.5121107266435986,0.3650190114068437,0.2700381679389313,0.6239669421487619,0.3076923076923076,0.4423076923076792,10.3
0.0,0.3636363636363636,0.3096374045801527,0.8125,0.2622568093385214,0.633846153846154,0.7603833865814698,0.7024221453287196,0.2927756653992404,0.3024809160305343,0.3925619834710758,0.2675585284280936,0.301282051282044,11.8
0.0,0.4545454545454545,0.4680343511450381,0.6875,0.4077821011673151,0.8276923076923077,0.977635782747604,0.8823529411764705,0.0684410646387831,0.4437022900763359,0.6818181818181799,0.4080267558528427,0.25,9.8
0.0,0.5454545454545454,0.3735687022900763,0.8125,0.2739299610894942,0.8646153846153847,1.0,0.9515570934256052,0.1406844106463864,0.3625954198473282,0.3388429752066173,0.2959866220735785,0.1923076923076934,15.9
0.0,0.6363636363636364,0.0558206106870229,0.8125,0.0435797665369649,0.8184615384615386,0.9936102236421724,0.9757785467128026,0.3498098859315561,0.0505725190839694,0.5454545454545467,0.0434782608695652,0.301282051282044,12.3
0.1999999999999886,0.7272727272727273,0.0610687022900763,0.6875,0.0684824902723735,0.6030769230769231,0.8626198083067094,0.8027681660899653,0.6007604562737683,0.0610687022900763,0.644628099173552,0.0735785953177257,0.4999999999999858,12.3
0.1999999999999886,0.8181818181818182,0.1927480916030534,0.625,0.1665369649805447,0.4553846153846154,0.5015974440894568,0.6124567474048442,0.5551330798479057,0.1908396946564885,0.4049586776859541,0.1789297658862876,0.6538461538461462,12.3
0.1999999999999886,0.9090909090909092,0.8334923664122137,0.8125,1.0,0.3569230769230769,0.5047923322683705,0.4013840830449827,0.5361216730037981,0.7910305343511451,0.5165289256198378,1.0,0.788461538461533,14.4
0.1999999999999886,1.0,0.148854961832061,0.5,0.0575875486381323,0.2769230769230769,0.2140575079872204,0.2006920415224913,0.5247148288973378,0.1450381679389313,0.5495867768595062,0.0618729096989966,0.6602564102564088,10.3
0.3999999999999772,0.0,0.3196564885496183,0.8125,0.2863813229571984,0.1476923076923076,0.2044728434504792,0.2110726643598615,0.3384030418250958,0.3158396946564886,0.2272727272727266,0.3093645484949832,0.1410256410256352,12.3
0.3999999999999772,0.0909090909090909,0.1202290076335877,1.0,0.0638132295719844,0.28,0.2971246006389776,0.2664359861591695,0.7566539923954352,0.1192748091603053,0.4834710743801693,0.0668896321070234,0.762820512820511,15.4
0.3999999999999772,0.1818181818181818,0.0133587786259541,0.875,0.0186770428015564,0.3846153846153846,0.4504792332268371,0.4221453287197231,0.5779467680608406,0.0143129770992366,0.586776859504134,0.020066889632107,0.5192307692307594,11.3
1.0,0.2727272727272727,0.2309160305343511,0.5,0.266147859922179,0.5046153846153847,0.5623003194888179,0.546712802768166,0.2889733840304131,0.2127862595419847,0.2438016528925644,0.2859531772575251,0.2243589743589638,14.9
